City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,khanty-mansiysk,61.0042,69.0019,270.21,100,100,2.0,RU,1699653076
292,belmonte,-15.8631,-38.8828,298.43,81,2,5.64,BR,1699653076
293,owerri,5.4833,7.0304,296.29,93,94,1.62,NG,1699653076
294,kirakira,-10.4544,161.9205,300.46,84,99,5.0,SB,1699653077
295,kragujevac,44.0167,20.9167,283.31,94,100,3.51,RS,1699653077
296,touros,-5.1989,-35.4608,299.16,74,11,7.02,BR,1699653077
297,peace river,56.2501,-117.286,281.32,53,20,6.17,CA,1699653078
298,porto novo,6.4965,2.6036,299.05,82,100,3.98,BJ,1699653078
299,coquimbo,-29.9533,-71.3436,292.0,72,20,5.66,CL,1699653078
300,saipan,15.1355,145.701,301.54,78,40,5.14,MP,1699653079
301,callaway,30.153,-85.5699,299.25,77,40,2.57,US,1699653079
302,ginebra,46.2022,6.1457,281.2,87,75,6.17,CH,1699653079
303,cidreira,-30.1811,-50.2056,292.97,80,99,10.61,BR,1699653079
304,avarua,-21.2078,-159.775,299.18,89,95,4.63,CK,1699653080
305,fort st. john,56.2499,-120.8529,278.09,52,20,7.72,CA,1699652881
306,taltal,-25.4,-70.4833,293.56,66,22,2.33,CL,1699653080
307,diapaga,12.0708,1.7889,301.96,15,68,2.21,BF,1699653080
308,anadyr,64.75,177.4833,258.43,78,75,5.0,RU,1699653080
309,rawson,-43.3002,-65.1023,300.57,15,91,6.68,AR,1699653081
310,tvoroyri,61.5556,-6.8111,280.93,74,67,7.09,FO,1699653081
311,hermanus,-34.4187,19.2345,290.28,87,84,1.46,ZA,1699653081
312,meizhou,24.2977,116.1072,295.34,94,100,1.03,CN,1699653081
313,sinabang,2.4803,96.3801,298.96,84,100,0.6,ID,1699653081
314,kozhevnikovo,56.2589,83.9714,273.85,99,100,2.17,RU,1699653082
315,namibe,-15.1961,12.1522,293.51,77,59,1.98,AO,1699653082
316,amparafaravola,-17.5833,48.2167,295.23,75,96,1.71,MG,1699653082
317,lensk,60.7253,114.9278,264.23,81,99,5.6,RU,1699653082
318,vilhena,-12.7406,-60.1458,300.27,78,75,0.51,BR,1699653083
319,northam,51.0333,-4.2167,283.37,87,31,7.25,GB,1699653083
320,tshabong,-26.05,22.45,301.77,20,81,5.34,BW,1699653083
321,kerema,-7.9631,145.7785,298.6,82,99,2.1,PG,1699653084
322,tottori,35.5,134.2333,286.19,82,75,12.86,JP,1699653084
323,childress,34.4264,-100.204,289.29,13,75,4.12,US,1699653084
324,agadez,19.75,10.25,298.56,15,90,3.58,NE,1699653085
325,phongsali,21.6833,102.1058,286.28,91,21,0.42,LA,1699653085
326,waterloo,43.4668,-80.5164,280.25,65,40,7.2,CA,1699653085
327,malindi,-3.2175,40.1191,299.24,89,40,0.0,KE,1699653085
328,st. john's,47.5649,-52.7093,276.57,90,75,10.29,CA,1699653085
329,newman,37.3138,-121.0208,294.39,37,2,2.24,US,1699653085
330,arraial do cabo,-22.9661,-42.0278,297.13,88,20,4.12,BR,1699653086
331,dabeiba,7.0017,-76.2672,298.92,97,100,0.82,CO,1699653086
332,nagqu,31.5,92.0,267.82,78,98,1.43,CN,1699653086
333,greymouth,-42.4667,171.2,287.93,62,2,2.12,NZ,1699653086
334,xichang,27.8964,102.2634,282.5,85,1,0.52,CN,1699653086
335,okha,53.5739,142.9478,267.38,81,100,5.36,RU,1699653087
336,shakawe,-18.3667,21.85,301.31,34,83,1.21,BW,1699653087
337,nayoro,44.3506,142.4578,272.07,84,89,6.65,JP,1699653087
338,kirensk,57.7853,108.1119,262.57,70,87,1.79,RU,1699653087
339,nemuro,43.3236,145.575,278.64,76,100,4.81,JP,1699653088
340,uthal,25.8072,66.6219,297.58,23,0,2.27,PK,1699653088
341,zag,46.9441,99.165,258.0,76,1,1.53,MN,1699653088
342,klaksvik,62.2266,-6.589,277.66,76,48,7.09,FO,1699653088
343,karyes,37.3,22.5,283.82,96,59,1.89,GR,1699653089
344,porbandar,21.6422,69.6093,300.4,61,48,3.8,IN,1699653089
345,dhuusamarreeb,5.535,46.3861,296.44,92,100,4.83,SO,1699653089
346,lloydminster,53.2835,-110.0016,275.27,75,20,7.2,CA,1699652827
347,ntoum,0.3833,9.7833,297.05,95,100,0.76,GA,1699653090
348,severo-yeniseyskiy,60.3725,93.0408,259.03,94,27,1.79,RU,1699653090
349,campbellton,48.0075,-66.6727,274.4,96,97,1.03,CA,1699653090
350,chilliwack,49.1747,-121.9443,284.44,89,100,1.34,CA,1699653090
351,chonchi,-42.6128,-73.8092,284.33,71,100,5.29,CL,1699652861
352,onguday,50.75,86.15,270.52,96,100,0.86,RU,1699653091
353,al bawiti,28.3492,28.8659,293.97,53,100,3.9,EG,1699653091
354,batroun,34.2553,35.6581,292.34,83,62,3.02,LB,1699653091
355,marsabit,2.3284,37.9899,293.67,69,97,3.02,KE,1699653092
356,tame,6.461,-71.73,299.39,84,82,1.54,CO,1699653092
357,acarau,-2.8856,-40.12,299.67,76,3,8.89,BR,1699653092
358,miquelon,47.0975,-56.3814,277.15,70,99,11.71,PM,1699653092
359,viedma,-40.8135,-62.9967,298.71,33,100,12.71,AR,1699653092
360,hadibu,12.65,54.0333,299.96,80,90,5.22,YE,1699653093
361,laguna,38.421,-121.4238,294.42,39,0,3.09,US,1699653093
362,luena,-11.7833,19.9167,294.25,78,0,2.06,AO,1699653093
363,egilsstadir,65.2653,-14.3948,268.1,93,0,2.06,IS,1699653093
364,al ghayzah,16.2079,52.176,300.06,72,35,2.08,YE,1699653093
365,katsuren-haebaru,26.3369,127.8719,297.16,88,75,3.6,JP,1699653094
366,souillac,-20.5167,57.5167,296.36,88,20,2.06,MU,1699653094
367,riohacha,11.5444,-72.9072,306.21,66,20,6.69,CO,1699653094
368,eraan,9.0629,117.7016,298.88,89,47,1.69,PH,1699653094
369,inderbor,48.55,51.7833,280.72,68,100,7.84,KZ,1699653095
370,lagos,6.5833,3.75,299.56,90,96,2.54,NG,1699653095
371,meiganga,6.5167,14.3,293.47,90,100,0.43,CM,1699653096
372,pacific grove,36.6177,-121.9166,296.14,54,0,1.34,US,1699652834
373,azangaro,-14.9167,-70.2167,286.34,55,92,7.33,PE,1699653096
374,thinadhoo,0.5333,72.9333,300.26,83,77,4.91,MV,1699653096
375,motygino,58.1831,94.7592,257.47,96,6,1.79,RU,1699653097
376,rincon,32.296,-81.2354,300.13,61,75,4.12,US,1699653097
377,baoqing,46.3317,132.2111,259.09,89,13,3.71,CN,1699653097
378,lionel town,17.8101,-77.2406,305.09,82,43,5.8,JM,1699653097
379,fereydunshahr,32.941,50.121,278.65,54,96,1.34,IR,1699653097
380,kavieng,-2.5744,150.7967,301.89,75,100,5.62,PG,1699653097
381,codrington,-38.2667,141.9667,287.99,60,87,6.7,AU,1699653098
382,daru,-9.0763,143.2092,299.87,70,53,4.6,PG,1699653098
383,jacobina,-11.1806,-40.5183,299.23,32,38,1.61,BR,1699652911
384,moyynkum,44.2914,72.9469,281.29,67,48,3.69,KZ,1699653098
385,chulakkurgan,43.765,69.1814,279.65,53,99,2.02,KZ,1699653099
386,grantsville,40.5999,-112.4644,284.67,49,0,2.57,US,1699653099
387,rosarito,32.3333,-117.0333,299.95,39,63,3.8,MX,1699653099
388,mirny,62.5353,113.9611,264.95,78,54,4.02,RU,1699653099
389,beloyarskiy,63.7119,66.6722,271.48,97,100,1.34,RU,1699653099
390,castelli,-25.9468,-60.6195,314.26,19,59,6.27,AR,1699653100
391,port augusta,-32.5,137.7667,293.06,63,19,9.53,AU,1699652857
392,la mure,44.9026,5.7866,277.13,99,100,1.39,FR,1699653100
393,qamdo,31.1667,97.2333,269.8,58,80,2.02,CN,1699653102
394,vryheid,-27.7695,30.7917,288.3,96,3,2.26,ZA,1699653102
395,harper,4.375,-7.7169,298.25,90,49,3.43,LR,1699653103
396,tolanaro,-25.0319,46.9987,293.19,77,20,2.06,MG,1699653103
397,pangoa,-12.1167,-73.0,301.66,57,15,1.0,PE,1699653103
398,ciudad lazaro cardenas,17.9583,-102.2,301.89,74,10,2.41,MX,1699653104
399,lankaran,38.7543,48.8506,287.19,100,100,2.06,AZ,1699653104
400,sao tome,0.3365,6.7273,299.04,86,99,2.27,ST,1699653104
401,tinajo,29.0788,-13.7081,294.64,78,20,5.66,ES,1699653104
402,al burayqah,30.4062,19.5739,295.69,53,72,3.46,LY,1699653104
403,turinsk,58.0458,63.696,275.28,92,100,4.26,RU,1699653104
404,fuglafjordur,62.244,-6.814,277.41,78,48,6.02,FO,1699653105
405,maun,-19.9833,23.4167,300.88,24,21,2.79,BW,1699653105
406,homer,59.6425,-151.5483,275.08,81,75,2.24,US,1699653105
407,berezovo,63.9381,65.0419,272.63,98,100,2.3,RU,1699653105
408,rio grande,-32.035,-52.0986,291.21,86,88,9.07,BR,1699653105
409,reinosa,42.9996,-4.138,282.07,97,100,3.67,ES,1699653106
410,paka,4.6374,103.4368,298.11,94,100,0.0,MY,1699653106
411,campbell river,50.0163,-125.2446,282.89,93,100,7.2,CA,1699652866
412,mentekab,3.4854,102.3484,297.56,99,100,0.45,MY,1699653106
413,narasannapeta,18.4167,84.05,294.69,74,3,2.51,IN,1699653106
414,singkil,-7.9855,111.4161,296.97,93,80,1.84,ID,1699653106
415,spring creek,40.7266,-115.5859,283.37,16,70,3.28,US,1699653106
416,taroa,8.7058,171.2275,300.98,85,100,10.59,MH,1699653107
417,castro,-24.7911,-50.0119,294.28,88,92,0.86,BR,1699653107
418,chimore,-16.9833,-65.1333,307.25,37,75,1.43,BO,1699653107
419,minas de marcona,-15.2119,-75.1103,290.04,79,58,6.3,PE,1699653107
420,kununurra,-15.7667,128.7333,300.14,83,75,2.06,AU,1699653107
421,saynshand,44.8824,110.1163,255.21,87,4,1.73,MN,1699653107
422,tarko-sale,64.9225,77.785,264.96,94,99,3.87,RU,1699653107
423,malvan,16.0667,73.4667,299.79,72,35,2.63,IN,1699653107
424,beboto,8.2668,16.939,295.87,91,38,1.96,TD,1699653108
425,rio branco,-9.9747,-67.81,309.49,41,75,2.06,BR,1699653108
426,wanning,18.8003,110.3967,298.21,92,54,1.96,CN,1699653108
427,ipatovo,45.7181,42.9036,279.27,70,0,2.26,RU,1699653108
428,al kharijah,25.4514,30.5464,298.59,38,83,3.8,EG,1699653108
429,dampit,-8.2116,112.7493,294.62,95,49,0.61,ID,1699653108
430,grand falls-windsor,48.9332,-55.6649,274.54,92,100,5.17,CA,1699653108
431,nerchinsk,51.9833,116.5833,258.49,91,100,1.52,RU,1699653109
432,arroyo,41.6096,-4.7969,285.49,79,100,5.14,ES,1699653109
433,parral,26.9333,-105.6667,293.38,47,43,3.81,MX,1699653109
434,brooks,50.5834,-111.8851,284.14,34,69,4.12,CA,1699653109
435,tamandare,-8.7597,-35.1047,298.25,73,6,4.54,BR,1699653109
436,alo,7.4178,6.7371,299.09,84,96,2.22,NG,1699653109
437,dalbandin,28.8947,64.4101,289.59,23,0,2.15,PK,1699653110
438,jurm,36.8648,70.8342,281.87,15,31,2.33,AF,1699653110
439,mount isa,-20.7333,139.5,299.02,83,100,0.0,AU,1699653110
440,callao,-12.0667,-77.15,295.31,60,0,7.72,PE,1699653110
441,hancheng,32.5186,112.3522,277.96,63,100,6.42,CN,1699653110
442,yigo village,13.5361,144.8886,300.77,90,40,8.75,GU,1699653110
443,sydney,-33.8679,151.2073,296.66,79,40,4.12,AU,1699653078
444,plettenberg bay,-34.0527,23.3716,290.42,86,37,4.86,ZA,1699653110
445,aberdeen,57.1437,-2.0981,280.42,95,75,5.66,GB,1699653110
446,rakops,-21.0167,24.3333,300.55,36,25,7.78,BW,1699653111
447,port isabel,26.0734,-97.2086,290.38,91,100,6.17,US,1699653094
448,machico,32.7,-16.7667,294.66,83,40,2.06,PT,1699653111
449,crucecita,-28.95,-58.9833,303.23,70,100,5.39,AR,1699653111
450,antonio enes,-16.2325,39.9086,298.39,78,94,5.14,MZ,1699653098
451,thurso,58.5927,-3.5259,279.29,83,100,4.08,GB,1699653111
452,sangmelima,2.9333,11.9833,293.16,99,100,0.99,CM,1699653111
453,olovyannaya,50.95,115.5667,259.67,89,100,2.25,RU,1699653111
454,byron bay,-28.65,153.6167,291.88,79,57,1.85,AU,1699653112
455,vertientes,21.2594,-78.1464,303.49,75,68,5.97,CU,1699653112
456,port douglas,-16.4833,145.4667,298.16,64,47,3.45,AU,1699653112
457,imperatriz,-5.5264,-47.4917,302.22,52,49,1.76,BR,1699653112
458,mozarlandia,-14.7447,-50.5706,305.55,24,16,3.21,BR,1699653112
459,nabire,-3.3667,135.4833,298.3,85,87,1.91,ID,1699653112
460,urcos,-13.6861,-71.6228,293.09,59,81,3.32,PE,1699653112
461,prince rupert,54.3161,-130.3201,280.98,84,100,21.09,CA,1699652892
462,flying fish cove,-10.4217,105.6791,297.97,83,100,3.6,CX,1699653113
463,horta,38.5333,-28.6333,293.95,96,75,11.62,PT,1699653113
464,broome,42.2506,-75.833,282.4,65,100,1.54,US,1699653113
465,ploneour-lanvern,47.9,-4.2833,282.31,87,0,2.06,FR,1699653113
466,tazovsky,67.4667,78.7,263.27,95,19,4.15,RU,1699653113
467,ghanzi,-21.5667,21.7833,301.6,23,87,6.38,BW,1699653113
468,radyvyliv,50.1299,25.2558,279.11,83,100,3.49,UA,1699653113
469,burley,42.5357,-113.7928,282.7,31,75,4.63,US,1699653113
470,giado,31.9582,12.0203,289.95,48,55,0.11,LY,1699653114
471,muzaffarabad,34.37,73.4711,284.1,72,1,2.63,PK,1699653114
472,saudarkrokur,65.7461,-19.6394,272.09,76,99,4.23,IS,1699653114
473,halifax,44.6453,-63.5724,280.15,71,100,7.2,CA,1699652985
474,blatna,49.4249,13.8818,278.39,100,93,1.68,CZ,1699653114
475,serenje,-13.2325,30.2352,291.97,82,35,4.07,ZM,1699653114
476,sumbe,-11.2061,13.8437,297.88,87,100,4.5,AO,1699653114
477,carutapera,-1.195,-46.02,300.26,79,4,5.46,BR,1699653114
478,brookings,44.3114,-96.7984,277.14,69,100,0.0,US,1699652835
479,bardai,11.65,7.2333,296.61,22,84,2.32,NG,1699653115
480,anan,33.9167,134.65,290.03,77,75,9.77,JP,1699653115
481,salahonda,2.1019,-78.7217,299.29,86,100,6.21,CO,1699653115
482,nadi,-17.8,177.4167,302.15,58,40,6.17,FJ,1699653115
483,sao vicente,-23.9631,-46.3919,299.25,59,100,0.51,BR,1699653115
484,ashtarak,40.2991,44.362,281.24,57,20,0.51,AM,1699653115
485,praia da vitoria,38.7333,-27.0667,295.29,83,75,12.15,PT,1699653115
486,berezovyy,51.6667,135.7,264.58,80,83,0.32,RU,1699653115
487,north bend,43.4065,-124.2243,287.17,82,0,2.06,US,1699653116
488,assab,13.0092,42.7394,300.38,70,58,9.78,ER,1699653116
489,kittila,67.6647,24.8936,260.23,92,0,2.06,FI,1699653116
490,hermosillo,29.0667,-110.9667,301.62,14,0,0.89,MX,1699653095
491,horad zhodzina,54.0983,28.3325,277.3,87,100,4.34,BY,1699653116
492,iskateley,67.6803,53.1512,264.27,93,69,3.13,RU,1699653116
493,fisterra,42.9049,-9.2629,290.79,97,100,10.31,ES,1699653116
494,toliara,-23.35,43.6667,294.59,64,0,6.52,MG,1699653116
495,ghadamis,30.1337,9.5007,293.56,34,72,3.52,LY,1699653117
496,shalqar,47.8333,59.6,280.95,93,100,4.15,KZ,1699653117
497,barcelos,41.5388,-8.6151,290.33,98,100,4.64,PT,1699652924
498,gwanda,-20.9333,29.0,293.69,60,0,4.75,ZW,1699653117
499,ebon,4.582,168.6964,301.85,77,100,5.46,MH,1699653117
500,dergachi,51.2328,48.7659,277.52,74,70,7.08,RU,1699653117
501,khorinsk,52.1657,109.7726,257.47,97,38,1.49,RU,1699653117
502,island harbour,50.724,-1.2758,280.37,87,2,1.34,GB,1699653117
503,kerikeri,-35.2268,173.9474,291.05,58,12,1.61,NZ,1699653117
504,hollister,36.8525,-121.4016,297.67,22,0,0.89,US,1699653037
505,rochester,43.1548,-77.6156,282.23,57,100,1.54,US,1699653011
506,villa gesell,-37.2639,-56.973,286.81,87,100,7.32,AR,1699653118
507,guerrero negro,27.9769,-114.0611,298.53,23,0,4.81,MX,1699653118
508,bata,1.8639,9.7658,297.8,87,100,0.88,GQ,1699653118
509,sampit,-2.5333,112.95,296.43,98,94,0.72,ID,1699653118
510,sharan,54.8167,54.0,277.71,95,100,1.37,RU,1699653118
511,as sanad,34.4628,9.264,288.29,47,74,3.92,TN,1699653118
512,pailin,12.849,102.6093,296.5,98,97,0.53,KH,1699653118
513,nouadhibou,20.931,-17.0347,298.14,50,0,4.63,MR,1699653119
514,santana,-0.0583,-51.1817,304.25,66,20,7.2,BR,1699653014
515,balikpapan,-1.2675,116.8289,298.7,94,20,1.54,ID,1699653064
516,warwick,41.7001,-71.4162,283.66,56,75,5.66,US,1699652825
517,berdigestyakh,62.0989,126.6992,245.09,100,100,0.82,RU,1699653119
518,weno,7.4515,151.8468,300.12,94,100,4.12,FM,1699653119
519,bom jesus,-9.0744,-44.3586,304.98,27,45,2.59,BR,1699653119
520,whakatane,-37.9585,176.9854,291.42,57,0,1.79,NZ,1699653113
521,shanhaiguan,39.9988,119.7564,270.79,43,45,2.3,CN,1699653119
522,ghat,24.9647,10.1728,296.18,15,0,1.16,LY,1699653119
523,cadale,2.7603,46.3222,300.42,79,98,4.34,SO,1699653119
524,rudnichnyy,59.617,52.4703,274.67,97,100,3.4,RU,1699653120
525,barra,-11.0894,-43.1417,302.76,36,18,2.35,BR,1699653120
526,svidnik,49.3082,21.5703,282.14,85,100,1.98,SK,1699653120
527,lae,-6.7221,146.9847,299.66,72,65,2.68,PG,1699653120
528,suntar,62.1444,117.6319,259.93,94,51,2.59,RU,1699653120
529,jiuquan,39.7432,98.5174,267.66,33,0,1.52,CN,1699653120
530,kapuskasing,49.4169,-82.4331,270.2,86,75,5.14,CA,1699653120
531,tromso,69.6496,18.957,272.16,93,40,1.03,NO,1699653121
532,kawalu,-7.3817,108.2082,294.43,95,58,0.69,ID,1699653121
533,knysna,-34.0363,23.0471,290.67,89,35,4.15,ZA,1699653121
534,nova sintra,14.8667,-24.7167,295.76,69,87,4.99,CV,1699653121
535,san patricio,28.017,-97.5169,289.73,94,100,4.55,US,1699653121
536,le port,-20.9373,55.2919,298.65,92,46,2.96,RE,1699653121
537,ust-tsilma,65.441,52.1498,267.93,97,58,0.45,RU,1699653122
538,itatiaia,-22.4961,-44.5633,296.56,88,59,1.6,BR,1699653122
539,zyrya,40.3661,50.2917,287.2,58,100,6.36,AZ,1699653122
540,hithadhoo,-0.6,73.0833,300.12,84,100,5.86,MV,1699653122
541,mermoz boabab,14.7065,-17.4758,299.03,73,78,3.09,SN,1699653123
542,lucapa,-8.4192,20.7447,292.21,92,100,0.34,AO,1699653123
543,smithers,54.7804,-127.1743,277.33,75,100,5.14,CA,1699653123
544,palora,-1.7,-77.9333,300.21,88,99,0.72,EC,1699653124
545,pisco,-13.7,-76.2167,295.18,73,0,8.75,PE,1699653124
546,new plymouth,-39.0667,174.0833,287.21,58,0,2.39,NZ,1699653025
547,kemijarvi,66.7131,27.4306,260.8,97,61,0.99,FI,1699653124
548,puerto carreno,6.189,-67.4859,303.14,70,40,2.57,CO,1699653125
549,montepuez,-13.1256,38.9997,295.8,84,43,2.99,MZ,1699653125
550,yatou,37.15,122.3833,276.89,58,100,7.57,CN,1699653125
551,vorkuta,67.5,64.0,257.73,100,80,1.1,RU,1699653125
552,santa elena de uairen,4.6167,-61.1333,297.47,63,85,0.92,VE,1699653125
553,marsh harbour,26.5412,-77.0636,299.45,73,5,5.26,BS,1699653126
554,trairi,-3.2778,-39.2689,299.57,75,5,5.96,BR,1699653122
555,sechura,-5.5569,-80.8222,297.52,59,18,7.49,PE,1699653126
556,gobabis,-22.45,18.9667,299.67,24,90,3.85,NA,1699653109
557,kushiro,42.975,144.3747,276.05,66,28,13.06,JP,1699653126
558,labrador city,52.9463,-66.9114,268.1,74,100,3.09,CA,1699653127
559,huittinen,61.1833,22.7,279.66,98,100,1.57,FI,1699653127
560,ulladulla,-35.35,150.4667,296.25,61,16,4.35,AU,1699653127
561,geneina,13.45,22.45,297.82,27,61,4.03,SD,1699653127
562,casino,-28.8667,153.05,291.8,83,54,0.58,AU,1699653128
563,lagoa,39.05,-27.9833,293.31,87,100,13.69,PT,1699653128
564,mirriah,13.7073,9.1501,299.87,16,89,4.02,NE,1699653128
565,bambui,-20.0064,-45.9769,299.59,31,6,2.95,BR,1699653129
566,nishinoomote,30.7333,131.0,293.36,78,100,2.02,JP,1699653129
567,kingston,17.997,-76.7936,304.68,74,20,10.8,JM,1699653066
568,amursk,50.2261,136.8994,267.58,83,100,2.44,RU,1699653129
569,mao,39.8885,4.2658,289.46,63,0,3.6,ES,1699653130
570,verkhnevilyuysk,63.4453,120.3167,252.98,100,99,1.34,RU,1699653130
571,yelan'-koleno,51.1523,41.2306,276.92,91,11,2.57,RU,1699653130
572,shakiso,5.75,38.9167,287.2,92,96,1.45,ET,1699653130
573,santo antonio do ica,-3.1022,-67.9397,299.15,86,100,0.29,BR,1699653131
574,karkira,36.9292,6.5856,290.39,74,15,6.73,DZ,1699653131
575,sunbury,-37.5833,144.7333,300.32,52,0,8.75,AU,1699653131
576,pyu,18.4833,96.4333,296.01,97,53,2.1,MM,1699653131
577,buritis,-15.6178,-46.4233,303.04,27,43,2.31,BR,1699653131
578,burang,30.25,81.1667,269.17,76,34,1.96,CN,1699653132
579,beypore,11.1833,75.8167,297.73,94,20,1.54,IN,1699653132
580,amory,33.9843,-88.4881,289.6,76,100,4.12,US,1699653132
581,trebon,49.0036,14.7707,279.36,89,99,2.06,CZ,1699653132
582,ust'-kulom,61.6864,53.6902,273.31,91,100,2.4,RU,1699653132
583,nova xavantina,-14.6667,-52.35,305.92,24,22,1.63,BR,1699653133
584,uige,-7.6087,15.0613,292.87,98,100,0.42,AO,1699653133
585,kalmunai,7.4167,81.8167,298.59,87,17,1.35,LK,1699653133
586,agua dulce,18.1333,-94.1333,300.01,76,6,4.03,MX,1699653133
